Cód. Atividade|CNAE|Descrição da Atividade/Equipamento|TFLF 2020|TFLF 2021|TFLF 2022|TFLF 2023|TFLF 2024|TFLF 2025
383|C2423702|PRODUÇÃO DE LAMINADOS LONGOS DE AÇO, EXC|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
380|C2422901|PRODUÇÃO DE LAMINADOS PLANOS DE AÇO AO C|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
381|C2422902|PRODUÇÃO DE LAMINADOS PLANOS DE AÇOS ESP|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
53|A0142300|PRODUÇÃO DE MUDAS E OUTRAS FORMAS DE PRO|134,86|138,12|151,49|164,2455|171,8172|179,1022
387|C2439300|PRODUÇÃO DE OUTROS TUBOS DE FERRO E AÇO|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
67|A0155505|PRODUÇÃO DE OVOS|134,86|138,12|151,49|164,2455|171,8172|179,1022
64|A0155502|PRODUÇÃO DE PINTOS DE UM DIA|134,86|138,12|151,49|164,2455|171,8172|179,1022
92|A0210199|PRODUÇÃO DE PRODUTOS NÃO-MADEIREIROS NÃO|449,5|460,38|504,9448|547,4611|572,6991|596,9815
385|C2424502|PRODUÇÃO DE RELAMINADOS, TREFILADOS E PE|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
52|A0141502|PRODUÇÃO DE SEMENTES CERTIFICADAS DE FOR|134,86|138,12|151,49|164,2455|171,8172|179,1022
51|A0141501|PRODUÇÃO DE SEMENTES CERTIFICADAS, EXCET|134,86|138,12|151,49|164,2455|171,8172|179,1022
379|C2421100|PRODUÇÃO DE SEMI-ACABADOS DE AÇO|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
394|C2449103|PRODUÇÃO DE SOLDAS E ÂNODOS PARA GALVANO|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
386|C2431800|PRODUÇÃO DE TUBOS DE AÇO COM COSTURA|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
382|C2423701|PRODUÇÃO DE TUBOS DE AÇO SEM COSTURA|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
392|C2449101|PRODUÇÃO DE ZINCO EM FORMAS PRIMÁRIAS|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
584|D3530100|PRODUÇÃO E DISTRIBUIÇÃO DE VAPOR, ÁGUA Q|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
1258|R9319101|PRODUÇÃO E PROMOÇÃO DE EVENTOS ESPORTIVO|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
1239|R9001902|PRODUÇÃO MUSICAL|449,5|460,38|504,9448|547,4611|572,6991|596,9815
1238|R9001901|PRODUÇÃO TEATRAL|449,5|460,38|504,9448|547,4611|572,6991|596,9815
969|J6022501|PROGRAMADORAS|719,2|736,6|807,9029|875,9283|916,3086|955,1601
1082|M7319002|PROMOÇÃO DE VENDAS|449,5|460,38|504,9448|547,4611|572,6991|596,9815
982|J6190601|PROVEDORES DE ACESSO ÀS REDES DE COMUNIC|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
983|J6190602|PROVEDORES DE VOZ SOBRE PROTOCOLO INTERN|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
119|A0322105|RANICULTURA|449,5|460,38|504,9448|547,4611|572,6991|596,9815
436|C2722802|RECONDICIONAMENTO DE BATERIAS E ACUMULAD|449,5|460,38|504,9448|547,4611|572,6991|596,9815
495|C2950600|RECONDICIONAMENTO E RECUPERAÇÃO DE MOTOR|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
594|E3831999|RECUPERAÇÃO DE MATERIAIS METÁLICOS, EXCE|831,56|851,69|934,1336|1012,7876|1059,4772|1104,399
597|E3839499|RECUPERAÇÃO DE MATERIAIS NÃO ESPECIFICAD|337,13|345,29|378,7141|410,6018|429,5305|447,7426
595|E3832700|RECUPERAÇÃO DE MATERIAIS PLÁSTICOS|337,13|345,29|378,7141|410,6018|429,5305|447,7426
593|E3831901|RECUPERAÇÃO DE SUCATAS DE ALUMÍNIO|831,56|851,69|934,1336|1012,7876|1059,4772|1104,399
158|B0892403|REFINO E OUTROS TRATAMENTOS DO SAL|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
347|C2212900|REFORMA DE PNEUMÁTICOS USADOS|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
1155|O8412400|REGULAÇÃO DAS ATIVIDADES DE SAÚDE, EDUCA|854,04|874,7|959,371|1040,15|1088,1009|1134,2364
1156|O8413200|REGULAÇÃO DAS ATIVIDADES ECONÔMICAS|854,04|874,7|959,371|1040,15|1088,1009|1134,2364
1157|O8421300|RELAÇÕES EXTERIORES|854,04|874,7|959,371|1040,15|1088,1009|1134,2364
1281|S9529105|REPARAÇÃO DE ARTIGOS DO MOBILIÁRIO|22,47|23,02|25,2483|27,3742|28,6362|29,8504
1280|S9529104|REPARAÇÃO DE BICICLETAS, TRICICLOS E OUT|22,47|23,02|25,2483|27,3742|28,6362|29,8504
1277|S9529101|REPARAÇÃO DE CALÇADOS, BOLSAS E ARTIGOS|22,47|23,02|25,2483|27,3742|28,6362|29,8504
1282|S9529106|REPARAÇÃO DE JÓIAS|22,47|23,02|25,2483|27,3742|28,6362|29,8504
1279|S9529103|REPARAÇÃO DE RELÓGIOS|22,47|23,02|25,2483|27,3742|28,6362|29,8504
1274|S9511800|REPARAÇÃO E MANUTENÇÃO DE COMPUTADORES E|427,03|437,36|479,6964|520,0869|544,0629|567,1312
1275|S9512600|REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS D|449,5|460,38|504,9448|547,4611|572,6991|596,9815
1276|S9521500|REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS E|112,38|115,1|126,2417|136,8712|143,181|149,2519
1283|S9529199|REPARAÇÃO E MANUTENÇÃO DE OUTROS OBJETOS|22,47|23,02|25,2483|27,3742|28,6362|29,8504
1048|K6619303|REPRESENTAÇÕES DE BANCOS ESTRANGEIROS|1393,45|1427,17|1565,3201|1697,12|1775,3572|1850,6324
672|G4542101|REPRESENTANTES COMERCIAIS E AGENTES DO C|134,86|138,12|151,49|164,2455|171,8172|179,1022
652|G4512901|REPRESENTANTES COMERCIAIS E AGENTES DO C|561,88|575,48|631,1865|684,3324|715,8801|746,2334
680|G4616800|REPRESENTANTES COMERCIAIS E AGENTES DO C|449,5|460,38|504,9448|547,4611|572,6991|596,9815
686|G4619200|REPRESENTANTES COMERCIAIS E AGENTES DO C|449,5|460,38|504,9448|547,4611|572,6991|596,9815
679|G4615000|REPRESENTANTES COMERCIAIS E AGENTES DO C|449,5|460,38|504,9448|547,4611|572,6991|596,9815
681|G4617600|REPRESENTANTES COMERCIAIS E AGENTES DO C|449,5|460,38|504,9448|547,4611|572,6991|596,9815
682|G4618401|REPRESENTANTES COMERCIAIS E AGENTES DO C|449,5|460,38|504,9448|547,4611|572,6991|596,9815
678|G4614100|REPRESENTANTES COMERCIAIS E AGENTES DO C|449,5|460,38|504,9448|547,4611|572,6991|596,9815
683|G4618402|REPRESENTANTES COMERCIAIS E AGENTES DO C|449,5|460,38|504,9448|547,4611|572,6991|596,9815
677|G4613300|REPRESENTANTES COMERCIAIS E AGENTES DO C|449,5|460,38|504,9448|547,4611|572,6991|596,9815
676|G4612500|REPRESENTANTES COMERCIAIS E AGENTES DO C|449,5|460,38|504,9448|547,4611|572,6991|596,9815
675|G4611700|REPRESENTANTES COMERCIAIS E AGENTES DO C|449,5|460,38|504,9448|547,4611|572,6991|596,9815
666|G4530706|REPRESENTANTES COMERCIAIS E AGENTES DO C|202,28|207,17|227,2241|246,3563|257,7133|268,6404
684|G4618403|REPRESENTANTES COMERCIAIS E AGENTES DO C|449,5|460,38|504,9448|547,4611|572,6991|596,9815
303|C1830003|REPRODUÇÃO DE SOFTWARE EM QUALQUER SUPOR|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
301|C1830001|REPRODUÇÃO DE SOM EM QUALQUER SUPORTE|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
302|C1830002|REPRODUÇÃO DE VÍDEO EM QUALQUER SUPORTE|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
307|C1922502|RERREFINO DE ÓLEOS LUBRIFICANTES|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
1032|K6530800|RESSEGUROS|943,95|966,79|1060,3753|1149,6589|1202,6581|1253,6508
1246|R9002702|RESTAURAÇÃO DE OBRAS DE ARTE|449,5|460,38|504,9448|547,4611|572,6991|596,9815
1250|R9102302|RESTAURAÇÃO E CONSERVAÇÃO DE LUGARES E P|449,5|460,38|504,9448|547,4611|572,6991|596,9815
942|I5611201|RESTAURANTES E SIMILARES|247,22|253,21|277,7207|301,1048|314,9857|328,3411
1152|N8299707|SALAS DE ACESSO À INTERNET|449,5|460,38|504,9448|547,4611|572,6991|596,9815
1020|K6492100|SECURITIZAÇÃO DE CRÉDITOS|1393,45|1427,17|1565,3201|1697,12|1775,3572|1850,6324
1160|O8424800|SEGURANÇA E ORDEM PÚBLICA|854,04|874,7|959,371|1040,15|1088,1009|1134,2364
1162|O8430200|SEGURIDADE SOCIAL OBRIGATÓRIA|854,04|874,7|959,371|1040,15|1088,1009|1134,2364
1028|K6511101|SEGUROS DE VIDA|943,95|966,79|1060,3753|1149,6589|1202,6581|1253,6508
1030|K6512000|SEGUROS NÃO-VIDA|943,95|966,79|1060,3753|1149,6589|1202,6581|1253,6508
1031|K6520100|SEGUROS-SAÚDE|943,95|966,79|1060,3753|1149,6589|1202,6581|1253,6508
1121|N7810800|SELEÇÃO E AGENCIAMENTO DE MÃO-DE-OBRA|449,5|460,38|504,9448|547,4611|572,6991|596,9815
273|C1610201|SERRARIAS COM DESDOBRAMENTO DE MADEIRA|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
274|C1610202|SERRARIAS SEM DESDOBRAMENTO DE MADEIRA|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
1323|C2599302|SERVIçO DE CORTE E DOBRA DE METAIS|1393,45|1427,17|1565,3201|1697,12|1775,3572|1850,6324
77|A0162801|SERVIÇO DE INSEMINAÇÃO ARTIFICIAL EM ANI|449,5|460,38|504,9448|547,4611|572,6991|596,9815
79|A0162803|SERVIÇO DE MANEJO DE ANIMAIS|449,5|460,38|504,9448|547,4611|572,6991|596,9815
74|A0161002|SERVIÇO DE PODA DE ÁRVORES PARA LAVOURAS|89,89|92,07|100,9824|109,4851|114,5324|119,3885
75|A0161003|SERVIÇO DE PREPARAÇÃO DE TERRENO, CULTIV|449,5|460,38|504,9448|547,4611|572,6991|596,9815
73|A0161001|SERVIÇO DE PULVERIZAÇÃO E CONTROLE DE PR|449,5|460,38|504,9448|547,4611|572,6991|596,9815
877|H4923001|SERVIÇO DE TÁXI|674,25|690,57|757,4172|821,1917|859,0486|895,4723
906|H5112901|SERVIÇO DE TÁXI AÉREO E LOCAÇÃO DE AERON|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
78|A0162802|SERVIÇO DE TOSQUIAMENTO DE OVINOS|449,5|460,38|504,9448|547,4611|572,6991|596,9815
878|H4923002|SERVIÇO DE TRANSPORTE DE PASSAGEIROS - L|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
976|J6120502|SERVIÇO MÓVEL ESPECIALIZADO - SME|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
1062|M6911701|SERVIÇOS ADVOCATÍCIOS|269,71|276,24|302,98|328,491|343,6344|358,2045
945|I5612100|SERVIÇOS AMBULANTES DE ALIMENTAÇÃO|67,42|69,05|75,734|82,1108|85,8962|89,5382
1138|N8211300|SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOI|449,5|460,38|504,9448|547,4611|572,6991|596,9815
1132|N8111700|SERVIÇOS COMBINADOS PARA APOIO A EDIFÍCI|561,88|575,48|631,1865|684,3324|715,8801|746,2334
300|C1822900|SERVIÇOS DE ACABAMENTOS GRÁFICOS|337,13|345,29|378,7141|410,6018|429,5305|447,7426
1128|N8011102|SERVIÇOS DE ADESTRAMENTO DE CÃES DE GUAR|269,71|276,24|302,98|328,491|343,6344|358,2045
1096|M7490103|SERVIÇOS DE AGRONOMIA E DE CONSULTORIA À|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
947|I5620102|SERVIÇOS DE ALIMENTAÇÃO PARA EVENTOS E R|314,64|322,26|353,4548|383,2157|400,8819|417,8793
657|G4520004|SERVIÇOS DE ALINHAMENTO E BALANCEAMENTO|179,79|184,14|201,9648|218,9702|229,0647|238,7771
917|H5229001|SERVIÇOS DE APOIO AO TRANSPORTE POR TÁXI|449,5|460,38|504,9448|547,4611|572,6991|596,9815
1069|M7111100|SERVIÇOS DE ARQUITETURA|269,71|276,24|302,98|328,491|343,6344|358,2045
1237|Q8800600|SERVIÇOS DE ASSISTÊNCIA SOCIAL SEM ALOJA|202,28|207,17|227,2241|246,3563|257,7133|268,6404
1212|Q8640214|SERVIÇOS DE BANCOS DE CÉLULAS E TECIDOS|224,75|230,19|252,4724|273,7306|286,3495|298,4908
659|G4520006|SERVIÇOS DE BORRACHARIA PARA VEÍCULOS AU|22,47|23,02|25,2483|27,3742|28,6362|29,8504
1071|M7119701|SERVIÇOS DE CARTOGRAFIA, TOPOGRAFIA E GE|269,71|276,24|302,98|328,491|343,6344|358,2045
973|J6110803|SERVIÇOS DE COMUNICAÇÃO MULTIMÍDIA - SCM|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
417|C2599301|SERVIÇOS DE CONFECÇÃO DE ARMAÇÕES METÁLI|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
1290|S9603302|SERVIÇOS DE CREMAÇÃO|809,11|828,69|908,9072|985,4372|1030,8658|1074,5745
1073|M7119703|SERVIÇOS DE DESENHO TÉCNICO RELACIONADOS|269,71|276,24|302,98|328,491|343,6344|358,2045
1203|Q8640205|SERVIÇOS DE DIAGNÓSTICO POR IMAGEM COM U|561,88|575,48|631,1865|684,3324|715,8801|746,2334
1205|Q8640207|SERVIÇOS DE DIAGNÓSTICO POR IMAGEM SEM U|674,25|690,57|757,4172|821,1917|859,0486|895,4723
1207|Q8640209|SERVIÇOS DE DIAGNÓSTICO POR MÉTODOS ÓPTI|674,25|690,57|757,4172|821,1917|859,0486|895,4723
1206|Q8640208|SERVIÇOS DE DIAGNÓSTICO POR REGISTRO GRÁ|674,25|690,57|757,4172|821,1917|859,0486|895,4723
1201|Q8640203|SERVIÇOS DE DIÁLISE E NEFROLOGIA|561,88|575,48|631,1865|684,3324|715,8801|746,2334
961|J5912001|SERVIÇOS DE DUBLAGEM|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
1070|M7112000|SERVIÇOS DE ENGENHARIA|269,71|276,24|302,98|328,491|343,6344|358,2045
934|H5320202|SERVIÇOS DE ENTREGA RÁPIDA|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
1292|S9603304|SERVIÇOS DE FUNERÁRIAS|224,75|230,19|252,4724|273,7306|286,3495|298,4908
1148|N8299703|SERVIÇOS DE GRAVAÇÃO DE CARIMBOS, EXCETO|449,5|460,38|504,9448|547,4611|572,6991|596,9815
1210|Q8640212|SERVIÇOS DE HEMOTERAPIA|224,75|230,19|252,4724|273,7306|286,3495|298,4908
660|G4520007|SERVIÇOS DE INSTALAÇÃO, MANUTENÇÃO E REP|112,38|115,1|126,2417|136,8712|143,181|149,2519
655|G4520002|SERVIÇOS DE LANTERNAGEM OU FUNILARIA E P|179,79|184,14|201,9648|218,9702|229,0647|238,7771
658|G4520005|SERVIÇOS DE LAVAGEM, LUBRIFICAÇÃO E POLI|112,38|115,1|126,2417|136,8712|143,181|149,2519
1150|N8299705|SERVIÇOS DE LEVANTAMENTO DE FUNDOS SOB C|1393,45|1427,17|1565,3201|1697,12|1775,3572|1850,6324
1046|K6619301|SERVIÇOS DE LIQUIDAÇÃO E CUSTÓDIA|719,2|736,6|807,9029|875,9283|916,3086|955,1601
1211|Q8640213|SERVIÇOS DE LITOTRIPSIA|674,25|690,57|757,4172|821,1917|859,0486|895,4723
933|H5320201|SERVIÇOS DE MALOTE NÃO REALIZADOS PELO C|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
656|G4520003|SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO ELÉTR|179,79|184,14|201,9648|218,9702|229,0647|238,7771
654|G4520001|SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂN|179,79|184,14|201,9648|218,9702|229,0647|238,7771
1093|M7420005|SERVIÇOS DE MICROFILMAGEM|337,13|345,29|378,7141|410,6018|429,5305|447,7426
962|J5912002|SERVIÇOS DE MIXAGEM SONORA EM PRODUÇÃO A|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
576|C3329501|SERVIÇOS DE MONTAGEM DE MÓVEIS DE QUALQU|449,5|460,38|504,9448|547,4611|572,6991|596,9815
643|F4399104|SERVIÇOS DE OPERAÇÃO E FORNECIMENTO DE E|674,25|690,57|757,4172|821,1917|859,0486|895,4723
1142|N8230001|SERVIÇOS DE ORGANIZAÇÃO DE FEIRAS, CONGR|449,5|460,38|504,9448|547,4611|572,6991|596,9815
1074|M7119704|SERVIÇOS DE PERÍCIA TÉCNICA RELACIONADOS|269,71|276,24|302,98|328,491|343,6344|358,2045
636|F4330404|SERVIÇOS DE PINTURA DE EDIFÍCIOS EM GERA|674,25|690,57|757,4172|821,1917|859,0486|895,4723
299|C1821100|SERVIÇOS DE PRÉ-IMPRESSÃO|337,13|345,29|378,7141|410,6018|429,5305|447,7426
622|F4319300|SERVIÇOS DE PREPARAÇÃO DO TERRENO NÃO ES|674,25|690,57|757,4172|821,1917|859,0486|895,4723
526|C3250706|SERVIÇOS DE PRÓTESE DENTÁRIA|449,5|460,38|504,9448|547,4611|572,6991|596,9815
1208|Q8640210|SERVIÇOS DE QUIMIOTERAPIA|561,88|575,48|631,1865|684,3324|715,8801|746,2334
1209|Q8640211|SERVIÇOS DE RADIOTERAPIA|561,88|575,48|631,1865|684,3324|715,8801|746,2334
918|H5229002|SERVIÇOS DE REBOQUE DE VEÍCULOS|179,79|184,14|201,9648|218,9702|229,0647|238,7771
972|J6110802|SERVIÇOS DE REDES DE TRANSPORTE DE TELEC|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
1190|Q8622400|SERVIÇOS DE REMOÇÃO DE PACIENTES, EXCETO|561,88|575,48|631,1865|684,3324|715,8801|746,2334
1126|N7990200|SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS D|584,36|598,5|656,4348|711,7066|744,5163|776,0838
1204|Q8640206|SERVIÇOS DE RESSONÂNCIA MAGNÉTICA|674,25|690,57|757,4172|821,1917|859,0486|895,4723
1291|S9603303|SERVIÇOS DE SEPULTAMENTO|224,75|230,19|252,4724|273,7306|286,3495|298,4908
1293|S9603305|SERVIÇOS DE SOMATOCONSERVAÇÃO|224,75|230,19|252,4724|273,7306|286,3495|298,4908
974|J6110899|SERVIÇOS DE TELECOMUNICAÇÕES POR FIO NÃO|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
977|J6120599|SERVIÇOS DE TELECOMUNICAÇÕES SEM FIO NÃO|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
971|J6110801|SERVIÇOS DE TELEFONIA FIXA COMUTADA - ST|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
1202|Q8640204|SERVIÇOS DE TOMOGRAFIA|561,88|575,48|631,1865|684,3324|715,8801|746,2334
1094|M7490101|SERVIÇOS DE TRADUÇÃO, INTERPRETAÇÃO E SI|179,79|184,14|201,9648|218,9702|229,0647|238,7771
1325|C2539002|SERVIçOS DE TRATAMENTO E REVESTIMENTO EM META|1393,45|1427,17|1565,3201|1697,12|1775,3572|1850,6324
407|C2539000|SERVIÇOS DE USINAGEM, SOLDA, TRATAMENTO|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
1196|Q8630506|SERVIÇOS DE VACINAÇÃO E IMUNIZAÇÃO HUMAN|449,5|460,38|504,9448|547,4611|572,6991|596,9815
1300|T9700500|SERVIÇOS DOMÉSTICOS|224,75|230,19|252,4724|273,7306|286,3495|298,4908
645|F4399199|SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO|674,25|690,57|757,4172|821,1917|859,0486|895,4723
1189|Q8621602|SERVIÇOS MÓVEIS DE ATENDIMENTO A URGÊNCI|1078,79|1104,89|1211,8434|1313,8806|1374,4505|1432,7272
1012|K6450600|SOCIEDADES DE CAPITALIZAÇÃO|1393,45|1427,17|1565,3201|1697,12|1775,3572|1850,6324
1010|K6437900|SOCIEDADES DE CRÉDITO AO MICROEMPREENDED|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
1006|K6435201|SOCIEDADES DE CRÉDITO IMOBILIÁRIO|1393,45|1427,17|1565,3201|1697,12|1775,3572|1850,6324
1009|K6436100|SOCIEDADES DE CRÉDITO, FINANCIAMENTO E I|1393,45|1427,17|1565,3201|1697,12|1775,3572|1850,6324
1019|K6491300|SOCIEDADES DE FOMENTO MERCANTIL - FACTOR|1393,45|1427,17|1565,3201|1697,12|1775,3572|1850,6324
1023|K6499902|SOCIEDADES DE INVESTIMENTO|1393,45|1427,17|1565,3201|1697,12|1775,3572|1850,6324
989|J6209100|SUPORTE TÉCNICO, MANUTENÇÃO E OUTROS SER|427,03|437,36|479,6964|520,0869|544,0629|567,1312
808|G4729601|TABACARIA|112,38|115,1|126,2417|136,8712|143,181|149,2519
241|C1321900|TECELAGEM DE FIOS DE ALGODÃO|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
243|C1323500|TECELAGEM DE FIOS DE FIBRAS ARTIFICIAIS|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
242|C1322700|TECELAGEM DE FIOS DE FIBRAS TÊXTEIS NATU|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
978|J6130200|TELECOMUNICAÇÕES POR SATÉLITE|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
975|J6120501|TELEFONIA MÓVEL CELULAR|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
915|H5222200|TERMINAIS RODOVIÁRIOS E FERROVIÁRIOS|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
1076|M7120100|TESTES E ANÁLISES TÉCNICAS|449,5|460,38|504,9448|547,4611|572,6991|596,9815
1285|S9601702|TINTURARIAS|224,75|230,19|252,4724|273,7306|286,3495|298,4908
1286|S9601703|TOALHEIROS|224,75|230,19|252,4724|273,7306|286,3495|298,4908
206|C1081302|TORREFAÇÃO E MOAGEM DE CAFÉ|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
579|D3512300|TRANSMISSÃO DE ENERGIA ELÉTRICA|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
908|H5120000|TRANSPORTE AÉREO DE CARGA|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
905|H5111100|TRANSPORTE AÉREO DE PASSAGEIROS REGULAR|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
903|H5099801|TRANSPORTE AQUAVIÁRIO PARA PASSEIOS TURÍ|674,25|690,57|757,4172|821,1917|859,0486|895,4723
889|H4940000|TRANSPORTE DUTOVIÁRIO|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
879|H4924800|TRANSPORTE ESCOLAR|224,75|230,19|252,4724|273,7306|286,3495|298,4908
909|H5130700|TRANSPORTE ESPACIAL|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
868|H4911600|TRANSPORTE FERROVIÁRIO DE CARGA|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
869|H4912401|TRANSPORTE FERROVIÁRIO DE PASSAGEIROS IN|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
870|H4912402|TRANSPORTE FERROVIÁRIO DE PASSAGEIROS MU|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
891|H5011401|TRANSPORTE MARÍTIMO DE CABOTAGEM - CARGA|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
892|H5011402|TRANSPORTE MARÍTIMO DE CABOTAGEM - PASSA|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
893|H5012201|TRANSPORTE MARÍTIMO DE LONGO CURSO - CAR|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
894|H5012202|TRANSPORTE MARÍTIMO DE LONGO CURSO - PAS|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
871|H4912403|TRANSPORTE METROVIÁRIO|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
902|H5091202|TRANSPORTE POR NAVEGAÇÃO DE TRAVESSIA, I|674,25|690,57|757,4172|821,1917|859,0486|895,4723
901|H5091201|TRANSPORTE POR NAVEGAÇÃO DE TRAVESSIA, M|674,25|690,57|757,4172|821,1917|859,0486|895,4723
895|H5021101|TRANSPORTE POR NAVEGAÇÃO INTERIOR DE CAR|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
896|H5021102|TRANSPORTE POR NAVEGAÇÃO INTERIOR DE CAR|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
897|H5022001|TRANSPORTE POR NAVEGAÇÃO INTERIOR DE PAS|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
898|H5022002|TRANSPORTE POR NAVEGAÇÃO INTERIOR DE PAS|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
880|H4929901|TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAG|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
873|H4921302|TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAG|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
872|H4921301|TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAG|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
874|H4922101|TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAG|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
875|H4922102|TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAG|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
876|H4922103|TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAG|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
881|H4929902|TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAG|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
886|H4930202|TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO P|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
885|H4930201|TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO P|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
888|H4930204|TRANSPORTE RODOVIÁRIO DE MUDANÇAS|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
887|H4930203|TRANSPORTE RODOVIÁRIO DE PRODUTOS PERIGO|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
990|J6311900|TRATAMENTO DE DADOS, PROVEDORES DE SERVI|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
591|E3821100|TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS NÃO-|831,56|851,69|934,1336|1012,7876|1059,4772|1104,399
592|E3822000|TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS PERI|831,56|851,69|934,1336|1012,7876|1059,4772|1104,399
